time_iso,time_ms,open,high,low,close,volume
2026-03-12T13:30:00.000Z,1773322200000,24758.498046875,24797.3046875,24734.140625,24795.44140625,0
2026-03-12T13:35:00.000Z,1773322500000,24792.490234375,24807.078125,24783.076171875,24795.578125,17816051
2026-03-12T13:40:00.000Z,1773322800000,24789.1640625,24807.923828125,24744.12890625,24751.646484375,17365242
2026-03-12T13:45:00.000Z,1773323100000,24736.626953125,24736.626953125,24661.69921875,24705.80078125,19736526
2026-03-12T13:50:00.000Z,1773323400000,24720.248046875,24737.751953125,24644.955078125,24651.998046875,16034483
2026-03-12T13:55:00.000Z,1773323700000,24650.248046875,24656.076171875,24610.3828125,24635.443359375,16424690
2026-03-12T14:00:00.000Z,1773324000000,24646.162109375,24721.74609375,24646.162109375,24698.12890625,16837322
2026-03-12T14:05:00.000Z,1773324300000,24698.263671875,24702.9140625,24682.095703125,24687.494140625,13950848
2026-03-12T14:10:00.000Z,1773324600000,24687.2265625,24721.173828125,24679.619140625,24718.716796875,13298553
2026-03-12T14:15:00.000Z,1773324900000,24717.33984375,24725.94921875,24662.482421875,24665.52734375,12779916
2026-03-12T14:20:00.000Z,1773325200000,24662.48828125,24663.474609375,24643.734375,24655.939453125,11141409
2026-03-12T14:25:00.000Z,1773325500000,24673.408203125,24677.146484375,24604.37109375,24604.37109375,11317379
2026-03-12T14:30:00.000Z,1773325800000,24601.677734375,24603.115234375,24573.896484375,24581.337890625,14005879
2026-03-12T14:35:00.000Z,1773326100000,24585.205078125,24607.650390625,24557.302734375,24586.44921875,14027222
2026-03-12T14:40:00.000Z,1773326400000,24586.263671875,24625.958984375,24572.439453125,24623.4375,11435024
2026-03-12T14:45:00.000Z,1773326700000,24624.736328125,24687.53125,24588.353515625,24593.59375,16216549
2026-03-12T14:50:00.000Z,1773327000000,24598.609375,24609.736328125,24585.919921875,24604.494140625,12205529
2026-03-12T14:55:00.000Z,1773327300000,24604.880859375,24622.279296875,24595.96875,24602.345703125,10461723
2026-03-12T15:00:00.000Z,1773327600000,24604.068359375,24609.09375,24564.138671875,24590.943359375,10850480
2026-03-12T15:05:00.000Z,1773327900000,24587.830078125,24592.61328125,24578.361328125,24584.00390625,9463620
2026-03-12T15:10:00.000Z,1773328200000,24570.9765625,24572.048828125,24541.841796875,24565.068359375,10914964
2026-03-12T15:15:00.000Z,1773328500000,24569.986328125,24572.42578125,24552.568359375,24565.580078125,10813848
2026-03-12T15:20:00.000Z,1773328800000,24563.0703125,24578.544921875,24549.619140625,24577.76953125,10318388
2026-03-12T15:25:00.000Z,1773329100000,24576.30078125,24617.3125,24576.30078125,24601.13671875,11528267
2026-03-12T15:30:00.000Z,1773329400000,24597.232421875,24613.15625,24584.453125,24591.91015625,10410530
2026-03-12T15:35:00.000Z,1773329700000,24591.341796875,24666.802734375,24563.494140625,24666.802734375,11636685
2026-03-12T15:40:00.000Z,1773330000000,24661.341796875,24684.623046875,24631.23046875,24673.142578125,15511502
2026-03-12T15:45:00.000Z,1773330300000,24663.615234375,24672.91796875,24609.61328125,24639.435546875,11573262
2026-03-12T15:50:00.000Z,1773330600000,24636.41796875,24658.97265625,24623.087890625,24658.97265625,8317242
2026-03-12T15:55:00.000Z,1773330900000,24655.89453125,24655.89453125,24628.5859375,24646.462890625,8765072
2026-03-12T16:00:00.000Z,1773331200000,24647.837890625,24671.306640625,24635.4296875,24671.306640625,10336366
2026-03-12T16:05:00.000Z,1773331500000,24672.404296875,24682.51171875,24576.296875,24583.578125,12693910
2026-03-12T16:10:00.000Z,1773331800000,24584.75390625,24632.103515625,24581.416015625,24629.97265625,9618134
2026-03-12T16:15:00.000Z,1773332100000,24631.69921875,24673.744140625,24631.69921875,24650.48046875,9135327
2026-03-12T16:20:00.000Z,1773332400000,24656.87109375,24707.32421875,24654.875,24664.5390625,9807216
2026-03-12T16:25:00.000Z,1773332700000,24663.607421875,24663.607421875,24618.841796875,24620.08203125,10638012
2026-03-12T16:30:00.000Z,1773333000000,24618.08984375,24666.82421875,24617.0703125,24655.876953125,9438489
2026-03-12T16:35:00.000Z,1773333300000,24654.748046875,24689.869140625,24649.919921875,24688.41796875,9030934
2026-03-12T16:40:00.000Z,1773333600000,24685.845703125,24685.8671875,24663.146484375,24671.107421875,9368146
2026-03-12T16:45:00.000Z,1773333900000,24667.90234375,24673.818359375,24611.0625,24641.53515625,9917053
2026-03-12T16:50:00.000Z,1773334200000,24640.013671875,24655.14453125,24613.005859375,24623.921875,9289205
2026-03-12T16:55:00.000Z,1773334500000,24623.455078125,24644.966796875,24623.455078125,24642.369140625,8279797
2026-03-12T17:00:00.000Z,1773334800000,24642.705078125,24675.796875,24642.201171875,24675.71875,8321603
2026-03-12T17:05:00.000Z,1773335100000,24674.564453125,24699.28515625,24648.681640625,24650.474609375,8161887
2026-03-12T17:10:00.000Z,1773335400000,24650.8515625,24671.078125,24641.765625,24642.625,6959385
2026-03-12T17:15:00.000Z,1773335700000,24642.427734375,24649.7109375,24617.96875,24619.126953125,6455897
2026-03-12T17:20:00.000Z,1773336000000,24618.802734375,24661.72265625,24616.025390625,24653.052734375,7474624
2026-03-12T17:25:00.000Z,1773336300000,24658.634765625,24661.8125,24625.119140625,24630.2109375,6968526
2026-03-12T17:30:00.000Z,1773336600000,24631.107421875,24651.25390625,24631.107421875,24640.701171875,6449972
2026-03-12T17:35:00.000Z,1773336900000,24641.36328125,24667.48046875,24641.36328125,24657.314453125,7751581
2026-03-12T17:40:00.000Z,1773337200000,24658.861328125,24668.87890625,24625.251953125,24625.564453125,7385405
2026-03-12T17:45:00.000Z,1773337500000,24624.203125,24631.73828125,24602.353515625,24610.4765625,8281010
2026-03-12T17:50:00.000Z,1773337800000,24609.53515625,24627.689453125,24605.1640625,24605.1640625,7366738
2026-03-12T17:55:00.000Z,1773338100000,24604.658203125,24604.658203125,24572.740234375,24604.1953125,8367279
2026-03-12T18:00:00.000Z,1773338400000,24605.62890625,24631.0546875,24605.62890625,24623.203125,8925444
2026-03-12T18:05:00.000Z,1773338700000,24620.794921875,24645.6875,24606.826171875,24631.126953125,8199306
2026-03-12T18:10:00.000Z,1773339000000,24630.896484375,24636.2734375,24622.67578125,24632.3671875,5796759
2026-03-12T18:15:00.000Z,1773339300000,24636.17578125,24646.115234375,24614.84765625,24616.892578125,8655355
